date,account_name,campaign_id,campaign_name,country_code,impressions,clicks,cost_micros,conversions,conversions_value,currency_code
2026-07-06,Nordkraft EU,11482093771,NK | Search | Brand,DE,3904,416,121724753,40.85,2433.12,EUR
2026-07-28,Aurelia Home,11603388151,AH | Search | Generic,IE,1596,71,32450476,1.47,115.89,EUR
2026-07-28,Volt & Co,11771205433,VC | PMax | US,US,25717,569,175982134,8.81,452.8,EUR
2026-07-28,Volt & Co,11771205477,VC | Search | Brand US,US,4685,608,152887196,54.34,3082.03,EUR
2026-07-29,Nordkraft EU,11482093771,NK | Search | Brand,DE,3951,428,124600631,40.82,3199.97,EUR
2026-07-29,Nordkraft EU,11482093772,NK | Search | Brand,NL,1794,213,64544544,17.96,1195.64,EUR
2026-07-29,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9896,389,196333723,8.5,565.4,EUR
2026-07-29,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2443,79,29170325,1.63,108.23,EUR
2026-07-29,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,22560,389,93229854,6.65,453.48,EUR
2026-07-29,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,13333,220,47254160,2.02,126.39,EUR
2026-07-29,Aurelia Home,11603388120,AH | Shopping | UK,UK,20124,466,85026289,6.51,541.1,EUR
2026-07-29,Aurelia Home,11603388151,AH | Search | Generic,UK,6545,252,138482518,6.28,538.76,EUR
2026-07-29,Aurelia Home,11603388151,AH | Search | Generic,IE,1142,43,22166826,0.6,49.23,EUR
2026-07-29,Volt & Co,11771205433,VC | PMax | US,US,24415,542,161214041,7.36,419.91,EUR
2026-07-29,Volt & Co,11771205477,VC | Search | Brand US,US,5019,638,156574795,50.18,3200.75,EUR
2026-07-30,Nordkraft EU,11482093771,NK | Search | Brand,DE,3727,412,115206010,30.36,2298.04,EUR
2026-07-30,Nordkraft EU,11482093772,NK | Search | Brand,NL,1717,189,53004390,15.1,1151.65,EUR
2026-07-30,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8224,312,151068092,6.75,477.91,EUR
2026-07-30,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2581,101,44094457,2.49,160.83,EUR
2026-07-30,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,20521,402,99021231,5.3,299.43,EUR
2026-07-30,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,15896,276,58052138,3.65,220.22,EUR
2026-07-30,Aurelia Home,11603388120,AH | Shopping | UK,UK,18313,495,86759908,8.23,902.0,EUR
2026-07-30,Aurelia Home,11603388151,AH | Search | Generic,UK,6801,298,153134468,6.54,560.9,EUR
2026-07-30,Aurelia Home,11603388151,AH | Search | Generic,IE,1424,61,26235098,1.34,109.58,EUR
2026-07-30,Volt & Co,11771205433,VC | PMax | US,US,28301,547,183087758,8.09,478.78,EUR
2026-07-30,Volt & Co,11771205477,VC | Search | Brand US,US,3728,509,125127426,39.4,2240.34,EUR
2026-07-31,Nordkraft EU,11482093771,NK | Search | Brand,DE,4141,495,140074106,45.47,3860.62,EUR
2026-07-31,Nordkraft EU,11482093772,NK | Search | Brand,NL,1757,152,46222538,12.09,707.99,EUR
2026-07-31,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,10001,446,191784784,9.71,599.81,EUR
2026-07-31,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2082,87,35350496,1.74,93.35,EUR
2026-07-31,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,25868,512,121534465,7.62,412.38,EUR
2026-07-31,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,14591,242,52588120,2.75,158.01,EUR
2026-07-31,Aurelia Home,11603388120,AH | Shopping | UK,UK,19953,528,104243002,8.44,816.33,EUR
2026-07-31,Aurelia Home,11603388151,AH | Search | Generic,UK,6294,327,157005719,8.56,856.32,EUR
2026-07-31,Aurelia Home,11603388151,AH | Search | Generic,IE,1364,63,32046218,1.39,118.48,EUR
2026-07-31,Volt & Co,11771205433,VC | PMax | US,US,26894,556,176398711,8.34,458.53,EUR
2026-07-31,Volt & Co,11771205477,VC | Search | Brand US,US,3971,542,137269397,54.62,3345.44,EUR
2026-08-01,Nordkraft EU,11482093771,NK | Search | Brand,DE,3214,346,91833365,25.25,1912.77,EUR
2026-08-01,Nordkraft EU,11482093772,NK | Search | Brand,NL,1291,135,34428441,9.43,744.57,EUR
2026-08-01,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,7661,322,135760700,7.83,524.77,EUR
2026-08-01,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1868,83,38031786,1.52,94.37,EUR
2026-08-01,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,17672,348,82992701,4.66,336.65,EUR
2026-08-01,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,10725,212,46893934,3.04,192.07,EUR
2026-08-01,Aurelia Home,11603388120,AH | Shopping | UK,UK,16768,414,74630598,6.96,703.62,EUR
2026-08-01,Aurelia Home,11603388151,AH | Search | Generic,UK,5394,221,107570376,4.29,310.79,EUR
2026-08-01,Aurelia Home,11603388151,AH | Search | Generic,IE,1226,53,25419522,0.8,66.7,EUR
2026-08-01,Volt & Co,11771205433,VC | PMax | US,US,22209,535,151350021,6.66,420.99,EUR
2026-08-01,Volt & Co,11771205477,VC | Search | Brand US,US,3698,496,119858408,48.32,2968.41,EUR
2026-08-02,Nordkraft EU,11482093771,NK | Search | Brand,DE,3061,374,96093147,34.49,2597.88,EUR
2026-08-02,Nordkraft EU,11482093772,NK | Search | Brand,NL,1231,133,39689960,9.5,650.65,EUR
2026-08-02,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,7355,308,131903353,6.97,417.96,EUR
2026-08-02,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1731,63,28563803,1.24,80.11,EUR
2026-08-02,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,19062,309,73968073,5.28,337.04,EUR
2026-08-02,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,10925,193,44741644,1.81,91.84,EUR
2026-08-02,Aurelia Home,11603388120,AH | Shopping | UK,UK,15756,389,79728307,6.01,445.96,EUR
2026-08-02,Aurelia Home,11603388151,AH | Search | Generic,UK,4771,173,90401982,3.9,328.63,EUR
2026-08-02,Aurelia Home,11603388151,AH | Search | Generic,IE,1334,58,27555383,0.89,80.32,EUR
2026-08-02,Volt & Co,11771205433,VC | PMax | US,US,23715,509,167082061,5.77,374.17,EUR
2026-08-02,Volt & Co,11771205477,VC | Search | Brand US,US,3254,442,95340369,37.3,2448.5,EUR
2026-08-03,Nordkraft EU,11482093771,NK | Search | Brand,DE,3939,480,136310808,42.23,3551.23,EUR
2026-08-03,Nordkraft EU,11482093772,NK | Search | Brand,NL,1558,147,43373781,12.63,932.2,EUR
2026-08-03,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8572,334,148277460,6.73,394.67,EUR
2026-08-03,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2103,76,33397640,1.57,102.11,EUR
2026-08-03,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,21507,413,94263665,5.05,288.24,EUR
2026-08-03,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,12512,195,43317141,2.53,129.84,EUR
2026-08-03,Aurelia Home,11603388120,AH | Shopping | UK,UK,18939,485,94038202,7.75,609.36,EUR
2026-08-03,Aurelia Home,11603388151,AH | Search | Generic,UK,5834,263,147994106,4.58,416.97,EUR
2026-08-03,Aurelia Home,11603388151,AH | Search | Generic,IE,1645,65,32229979,1.2,100.78,EUR
2026-08-03,Volt & Co,11771205433,VC | PMax | US,US,23575,414,135599674,4.8,247.39,EUR
2026-08-03,Volt & Co,11771205477,VC | Search | Brand US,US,3809,443,105211055,38.3,2265.61,EUR
2026-08-04,Nordkraft EU,11482093771,NK | Search | Brand,DE,4207,495,140584204,51.7,3417.36,EUR
2026-08-04,Nordkraft EU,11482093772,NK | Search | Brand,NL,1588,185,61701281,12.64,869.41,EUR
2026-08-04,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,11222,476,221525288,9.76,638.21,EUR
2026-08-04,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2292,86,36027724,1.65,101.52,EUR
2026-08-04,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,23410,536,114924506,7.77,452.3,EUR
2026-08-04,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,13989,239,54983499,3.24,201.44,EUR
2026-08-04,Aurelia Home,11603388120,AH | Shopping | UK,UK,20865,453,94283414,7.55,769.47,EUR
2026-08-04,Aurelia Home,11603388151,AH | Search | Generic,UK,5871,249,133125569,5.72,517.61,EUR
2026-08-04,Aurelia Home,11603388151,AH | Search | Generic,IE,1635,57,28958621,1.14,94.93,EUR
2026-08-04,Volt & Co,11771205433,VC | PMax | US,US,23997,522,138380944,7.27,334.0,EUR
2026-08-04,Volt & Co,11771205477,VC | Search | Brand US,US,4383,561,144087997,51.7,2742.34,EUR
2026-08-05,Nordkraft EU,11482093771,NK | Search | Brand,DE,3866,484,139880738,41.25,2980.32,EUR
2026-08-05,Nordkraft EU,11482093772,NK | Search | Brand,NL,1373,152,42144649,13.33,958.6,EUR
2026-08-05,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,12173,461,210753769,11.6,882.78,EUR
2026-08-05,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2098,81,34024081,1.59,97.61,EUR
2026-08-05,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,22206,375,90729667,5.51,339.24,EUR
2026-08-05,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11388,207,46536028,2.29,135.77,EUR
2026-08-05,Aurelia Home,11603388120,AH | Shopping | UK,UK,16412,396,72812104,7.19,619.18,EUR
2026-08-05,Aurelia Home,11603388151,AH | Search | Generic,UK,6990,303,162979074,6.86,656.38,EUR
2026-08-05,Aurelia Home,11603388151,AH | Search | Generic,IE,1421,51,22450193,0.96,71.41,EUR
2026-08-05,Volt & Co,11771205433,VC | PMax | US,US,28739,584,206833926,6.14,338.31,EUR
2026-08-05,Volt & Co,11771205477,VC | Search | Brand US,US,3927,489,118355819,34.21,1996.15,EUR
2026-08-06,Nordkraft EU,11482093771,NK | Search | Brand,DE,4754,529,150428964,52.39,3813.3,EUR
2026-08-06,Nordkraft EU,11482093772,NK | Search | Brand,NL,1519,138,44425295,11.04,704.46,EUR
2026-08-06,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,10155,399,177720760,8.94,526.56,EUR
2026-08-06,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2455,84,33877194,1.93,141.74,EUR
2026-08-06,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,22629,402,93416148,5.67,358.55,EUR
2026-08-06,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,13243,225,48863306,2.27,131.32,EUR
2026-08-06,Aurelia Home,11603388120,AH | Shopping | UK,UK,20579,484,90914109,7.05,655.82,EUR
2026-08-06,Aurelia Home,11603388151,AH | Search | Generic,UK,6391,317,173116662,6.24,585.98,EUR
2026-08-06,Aurelia Home,11603388151,AH | Search | Generic,IE,1391,53,25919013,1.0,92.59,EUR
2026-08-06,Volt & Co,11771205433,VC | PMax | US,US,25837,519,154553789,6.33,379.39,EUR
2026-08-06,Volt & Co,11771205477,VC | Search | Brand US,US,4627,668,182132923,55.67,3195.54,EUR
2026-08-07,Nordkraft EU,11482093771,NK | Search | Brand,DE,3637,395,106418772,31.07,2057.33,EUR
2026-08-07,Nordkraft EU,11482093772,NK | Search | Brand,NL,1585,157,51129179,11.43,1039.53,EUR
2026-08-07,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9653,398,168850936,9.93,750.83,EUR
2026-08-07,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2308,79,33599396,1.32,99.86,EUR
2026-08-07,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,24115,461,94466364,5.76,387.84,EUR
2026-08-07,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,14841,272,54124037,3.37,226.45,EUR
2026-08-07,Aurelia Home,11603388120,AH | Shopping | UK,UK,16209,421,81304279,6.51,487.99,EUR
2026-08-07,Aurelia Home,11603388151,AH | Search | Generic,UK,6442,283,148657437,6.11,513.86,EUR
2026-08-07,Aurelia Home,11603388151,AH | Search | Generic,IE,1493,62,29216416,1.18,101.23,EUR
2026-08-07,Volt & Co,11771205433,VC | PMax | US,US,23019,500,154994763,6.53,386.5,EUR
2026-08-07,Volt & Co,11771205477,VC | Search | Brand US,US,3617,402,98064996,37.76,2188.95,EUR
2026-08-08,Nordkraft EU,11482093771,NK | Search | Brand,DE,3203,386,114127976,36.18,2607.49,EUR
2026-08-08,Nordkraft EU,11482093772,NK | Search | Brand,NL,1069,122,40592347,10.58,685.1,EUR
2026-08-08,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8769,381,191651888,7.23,480.51,EUR
2026-08-08,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1971,75,29388251,1.49,104.03,EUR
2026-08-08,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,18616,359,84822594,5.84,334.78,EUR
2026-08-08,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,10413,177,40993588,1.77,93.82,EUR
2026-08-08,Aurelia Home,11603388120,AH | Shopping | UK,UK,12784,333,59024687,5.1,500.23,EUR
2026-08-08,Aurelia Home,11603388151,AH | Search | Generic,UK,5138,235,122313048,5.8,534.65,EUR
2026-08-08,Aurelia Home,11603388151,AH | Search | Generic,IE,1155,46,23462751,0.96,70.2,EUR
2026-08-08,Volt & Co,11771205433,VC | PMax | US,US,24217,470,158048189,6.8,377.84,EUR
2026-08-08,Volt & Co,11771205477,VC | Search | Brand US,US,3657,465,116143396,41.93,2446.31,EUR
2026-08-09,Nordkraft EU,11482093771,NK | Search | Brand,DE,3612,399,107589537,30.85,2039.89,EUR
2026-08-09,Nordkraft EU,11482093772,NK | Search | Brand,NL,1104,125,42955726,11.71,696.22,EUR
2026-08-09,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8825,398,178062034,8.45,459.23,EUR
2026-08-09,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1895,67,28477064,1.05,73.06,EUR
2026-08-09,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,20215,363,81177078,3.88,237.93,EUR
2026-08-09,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,10440,158,35704816,1.8,97.99,EUR
2026-08-09,Aurelia Home,11603388120,AH | Shopping | UK,UK,14905,417,82096242,6.58,642.84,EUR
2026-08-09,Aurelia Home,11603388151,AH | Search | Generic,UK,4893,221,118165352,4.82,442.63,EUR
2026-08-09,Aurelia Home,11603388151,AH | Search | Generic,IE,1147,48,23802890,0.65,61.83,EUR
2026-08-09,Volt & Co,11771205433,VC | PMax | US,US,16630,334,109909872,4.19,193.09,EUR
2026-08-09,Volt & Co,11771205477,VC | Search | Brand US,US,3258,450,95548651,47.55,2695.42,EUR
2026-08-10,Nordkraft EU,11482093771,NK | Search | Brand,DE,3653,403,105952984,39.28,3119.62,EUR
2026-08-10,Nordkraft EU,11482093772,NK | Search | Brand,NL,1366,143,42034099,13.23,812.51,EUR
2026-08-10,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,11585,474,202839109,9.21,576.08,EUR
2026-08-10,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2002,77,29957353,1.11,70.48,EUR
2026-08-10,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,18947,341,77375941,4.32,326.62,EUR
2026-08-10,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,13531,234,45993061,2.61,162.64,EUR
2026-08-10,Aurelia Home,11603388120,AH | Shopping | UK,UK,17403,481,84795134,7.45,645.23,EUR
2026-08-10,Aurelia Home,11603388151,AH | Search | Generic,UK,6776,291,151723205,6.52,531.62,EUR
2026-08-10,Aurelia Home,11603388151,AH | Search | Generic,IE,1574,64,30556667,1.22,111.96,EUR
2026-08-10,Volt & Co,11771205433,VC | PMax | US,US,27408,563,175626293,8.68,405.89,EUR
2026-08-10,Volt & Co,11771205477,VC | Search | Brand US,US,4722,528,128371971,58.23,3481.3,EUR
2026-08-11,Nordkraft EU,11482093771,NK | Search | Brand,DE,4164,460,129039933,39.8,2713.71,EUR
2026-08-11,Nordkraft EU,11482093772,NK | Search | Brand,NL,1577,173,51161249,12.77,783.34,EUR
2026-08-11,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,10501,447,208478041,10.38,712.04,EUR
2026-08-11,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2346,91,38010080,1.63,131.4,EUR
2026-08-11,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,21741,394,97022398,5.67,307.03,EUR
2026-08-11,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,14853,251,51539263,3.41,221.02,EUR
2026-08-11,Aurelia Home,11603388120,AH | Shopping | UK,UK,17024,498,98360124,7.96,848.77,EUR
2026-08-11,Aurelia Home,11603388151,AH | Search | Generic,UK,6787,305,155245749,7.46,687.77,EUR
2026-08-11,Aurelia Home,11603388151,AH | Search | Generic,IE,1513,57,27573293,1.13,83.24,EUR
2026-08-11,Volt & Co,11771205433,VC | PMax | US,US,24342,531,138912190,7.06,363.01,EUR
2026-08-11,Volt & Co,11771205477,VC | Search | Brand US,US,4946,616,153689889,55.38,3192.57,EUR
2026-08-12,Nordkraft EU,11482093771,NK | Search | Brand,DE,4382,488,144810156,38.68,2946.64,EUR
2026-08-12,Nordkraft EU,11482093772,NK | Search | Brand,NL,1757,199,68783529,14.77,904.04,EUR
2026-08-12,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9255,397,188075841,8.43,508.87,EUR
2026-08-12,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2428,84,37733264,2.1,143.68,EUR
2026-08-12,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,23901,438,93702623,5.73,321.54,EUR
2026-08-12,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11757,224,50086800,2.8,165.52,EUR
2026-08-12,Aurelia Home,11603388120,AH | Shopping | UK,UK,18949,526,99746094,8.91,803.65,EUR
2026-08-12,Aurelia Home,11603388151,AH | Search | Generic,UK,6498,264,123316401,5.9,522.13,EUR
2026-08-12,Aurelia Home,11603388151,AH | Search | Generic,IE,1339,53,25522048,0.81,62.55,EUR
2026-08-12,Volt & Co,11771205433,VC | PMax | US,US,29147,629,181492696,8.32,495.21,EUR
2026-08-12,Volt & Co,11771205477,VC | Search | Brand US,US,4744,608,141822774,53.2,3174.26,EUR
2026-08-13,Nordkraft EU,11482093771,NK | Search | Brand,DE,4190,503,141954386,48.8,3645.36,EUR
2026-08-13,Nordkraft EU,11482093772,NK | Search | Brand,NL,1740,199,58712125,12.91,1058.09,EUR
2026-08-13,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,10421,376,165552267,8.57,566.46,EUR
2026-08-13,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2171,91,35818361,1.58,106.48,EUR
2026-08-13,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,23555,463,117195406,6.62,437.47,EUR
2026-08-13,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,13229,226,50040796,2.78,182.68,EUR
2026-08-13,Aurelia Home,11603388120,AH | Shopping | UK,UK,20252,528,95449709,8.51,780.73,EUR
2026-08-13,Aurelia Home,11603388151,AH | Search | Generic,UK,6835,355,182237129,8.54,831.82,EUR
2026-08-13,Aurelia Home,11603388151,AH | Search | Generic,IE,1530,71,33306985,1.47,114.97,EUR
2026-08-13,Volt & Co,11771205433,VC | PMax | US,US,27282,583,189907152,7.85,477.27,EUR
2026-08-13,Volt & Co,11771205477,VC | Search | Brand US,US,4405,555,154810249,54.43,2879.29,EUR
2026-08-14,Nordkraft EU,11482093771,NK | Search | Brand,DE,3868,415,122729762,35.45,2656.71,EUR
2026-08-14,Nordkraft EU,11482093772,NK | Search | Brand,NL,1619,184,54142103,13.14,953.87,EUR
2026-08-14,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,10759,451,197384244,10.18,640.75,EUR
2026-08-14,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2173,77,34864768,1.56,109.19,EUR
2026-08-14,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,25361,577,124278382,7.42,438.66,EUR
2026-08-14,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,12533,197,42560782,2.05,129.24,EUR
2026-08-14,Aurelia Home,11603388120,AH | Shopping | UK,UK,19417,522,102201390,8.91,789.11,EUR
2026-08-14,Aurelia Home,11603388151,AH | Search | Generic,UK,8017,367,172773685,7.51,545.85,EUR
2026-08-14,Aurelia Home,11603388151,AH | Search | Generic,IE,1522,60,27990560,1.47,131.81,EUR
2026-08-14,Volt & Co,11771205433,VC | PMax | US,US,30076,590,171935384,7.7,422.99,EUR
2026-08-14,Volt & Co,11771205477,VC | Search | Brand US,US,3708,472,113375645,43.32,2268.39,EUR
2026-08-15,Nordkraft EU,11482093771,NK | Search | Brand,DE,3226,366,103038311,34.74,2848.62,EUR
2026-08-15,Nordkraft EU,11482093772,NK | Search | Brand,NL,1303,136,43267094,11.76,798.71,EUR
2026-08-15,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8983,394,195286315,9.89,614.25,EUR
2026-08-15,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1876,71,29644527,1.25,70.24,EUR
2026-08-15,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,18892,340,82021024,4.34,243.35,EUR
2026-08-15,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11387,196,44618718,2.92,183.06,EUR
2026-08-15,Aurelia Home,11603388120,AH | Shopping | UK,UK,16574,398,69781044,7.48,624.61,EUR
2026-08-15,Aurelia Home,11603388151,AH | Search | Generic,UK,5012,225,118604673,4.66,397.57,EUR
2026-08-15,Aurelia Home,11603388151,AH | Search | Generic,IE,1387,52,22872836,1.15,102.56,EUR
2026-08-15,Volt & Co,11771205433,VC | PMax | US,US,21901,409,121125352,5.29,318.96,EUR
2026-08-15,Volt & Co,11771205477,VC | Search | Brand US,US,3317,425,106131885,29.49,1854.7,EUR
2026-08-16,Nordkraft EU,11482093771,NK | Search | Brand,DE,3036,357,101439507,35.56,2776.41,EUR
2026-08-16,Nordkraft EU,11482093772,NK | Search | Brand,NL,1054,108,33757626,8.56,636.79,EUR
2026-08-16,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,9000,385,174823114,6.44,417.97,EUR
2026-08-16,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,1948,68,29641752,1.42,94.91,EUR
2026-08-16,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,13597,235,62782864,3.09,156.04,EUR
2026-08-16,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,12417,211,49497480,2.61,166.51,EUR
2026-08-16,Aurelia Home,11603388120,AH | Shopping | UK,UK,16432,448,96751293,7.93,614.26,EUR
2026-08-16,Aurelia Home,11603388151,AH | Search | Generic,UK,5765,280,159108848,6.14,603.26,EUR
2026-08-16,Aurelia Home,11603388151,AH | Search | Generic,IE,1356,64,29337597,1.21,99.7,EUR
2026-08-16,Volt & Co,11771205433,VC | PMax | US,US,22218,438,113273035,5.42,303.49,EUR
2026-08-16,Volt & Co,11771205477,VC | Search | Brand US,US,3503,513,123218810,55.07,3221.05,EUR
2026-08-17,Nordkraft EU,11482093771,NK | Search | Brand,DE,4460,523,158466689,46.83,3637.35,EUR
2026-08-17,Nordkraft EU,11482093772,NK | Search | Brand,NL,1693,179,56838348,18.06,1247.59,EUR
2026-08-17,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,10656,475,233448721,9.99,517.41,EUR
2026-08-17,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2401,77,35192266,1.49,108.17,EUR
2026-08-17,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,21078,357,87020486,4.98,298.32,EUR
2026-08-17,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,13759,279,64453391,3.73,246.73,EUR
2026-08-17,Aurelia Home,11603388120,AH | Shopping | UK,UK,22034,565,94115282,8.85,880.29,EUR
2026-08-17,Aurelia Home,11603388151,AH | Search | Generic,UK,6182,275,139700474,7.37,697.17,EUR
2026-08-17,Aurelia Home,11603388151,AH | Search | Generic,IE,1619,68,32567051,1.39,104.15,EUR
2026-08-17,Volt & Co,11771205433,VC | PMax | US,US,22813,484,152956690,7.13,445.52,EUR
2026-08-17,Volt & Co,11771205477,VC | Search | Brand US,US,5112,613,144010486,60.67,4333.77,EUR
2026-08-18,Nordkraft EU,11482093771,NK | Search | Brand,DE,4714,585,159988820,47.01,3753.18,EUR
2026-08-18,Nordkraft EU,11482093772,NK | Search | Brand,NL,1479,157,48334825,14.95,1023.8,EUR
2026-08-18,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8030,341,150281086,7.19,484.68,EUR
2026-08-18,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2242,90,34323462,1.61,113.53,EUR
2026-08-18,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,21716,366,91363554,5.76,361.25,EUR
2026-08-18,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,11268,201,39815985,2.49,138.41,EUR
2026-08-18,Aurelia Home,11603388120,AH | Shopping | UK,UK,17450,440,82680579,6.54,637.1,EUR
2026-08-18,Aurelia Home,11603388151,AH | Search | Generic,UK,6514,313,168688629,6.65,534.53,EUR
2026-08-18,Aurelia Home,11603388151,AH | Search | Generic,IE,1305,53,24898758,0.78,62.75,EUR
2026-08-18,Volt & Co,11771205433,VC | PMax | US,US,26152,610,169780274,6.67,400.16,EUR
2026-08-18,Volt & Co,11771205477,VC | Search | Brand US,US,5036,616,142233146,61.83,2704.17,EUR
2026-08-19,Nordkraft EU,11482093771,NK | Search | Brand,DE,3470,391,119660921,33.13,2476.37,EUR
2026-08-19,Nordkraft EU,11482093772,NK | Search | Brand,NL,1813,225,67335889,18.19,1526.81,EUR
2026-08-19,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,8897,391,168870746,8.3,550.71,EUR
2026-08-19,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2105,74,31595458,1.56,101.62,EUR
2026-08-19,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,23178,458,103511980,6.93,472.36,EUR
2026-08-19,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,16923,280,59906930,3.64,240.23,EUR
2026-08-19,Aurelia Home,11603388120,AH | Shopping | UK,UK,18583,470,92199379,6.84,603.45,EUR
2026-08-19,Aurelia Home,11603388151,AH | Search | Generic,UK,6855,330,168555342,6.05,430.36,EUR
2026-08-19,Aurelia Home,11603388151,AH | Search | Generic,IE,1361,49,23301813,0.85,67.17,EUR
2026-08-19,Volt & Co,11771205433,VC | PMax | US,US,26530,540,180683234,7.53,407.28,EUR
2026-08-19,Volt & Co,11771205477,VC | Search | Brand US,US,4310,539,131903837,53.92,2794.49,EUR
2026-08-20,Nordkraft EU,11482093771,NK | Search | Brand,DE,4190,413,117108955,39.84,2865.59,EUR
2026-08-20,Nordkraft EU,11482093772,NK | Search | Brand,NL,1918,194,60924612,15.65,1100.01,EUR
2026-08-20,Nordkraft EU,11482093815,NK | Search | Generic DE,DE,10224,422,203996345,10.21,694.12,EUR
2026-08-20,Nordkraft EU,11482093815,NK | Search | Generic DE,AT,2477,90,39537187,1.57,114.92,EUR
2026-08-20,Nordkraft EU,11482094002,NK | PMax | EU Core,DE,27671,521,108590662,6.85,484.71,EUR
2026-08-20,Nordkraft EU,11482094002,NK | PMax | EU Core,FR,14421,249,58095291,3.15,215.55,EUR
